,Company name,"Total assets
m USD
2014","Total assets
m USD
2013","Total assets
m USD
2012","Total assets
m USD
2011","Operating
revenue
(Turnover)
m USD
2014","Operating
revenue
(Turnover)
m USD
2013","Operating
revenue
(Turnover)
m USD
2012","Operating
revenue
(Turnover)
m USD
2011","Number of employees
Last avail. yr","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011"
3219.,FASTENBERG & BIRNANT,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3220.,FUERST ROBERT A,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3221.,GLENROCK ASSET MANAGEMENT ASSOCIATES LP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3222.,QUARTO HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3223.,GREENRIDGE CAPITAL,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3224.,NEXUS GLOBAL PARTNERS LLC,-1,-1,-1,-1,0.25,-1,-1,-1,7,7,-1,-1,-1
3225.,WALL STREET CREDIT LLC,-1,-1,-1,-1,-1,-1,-1,0.25,1,-1,-1,-1,1
3226.,MORTGAGE DIRECT INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3227.,LEATHERSTOCKING GROUP INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3228.,ISLAND EQUITY MORTGAGE INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3229.,ANY MORTGAGE,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3230.,KEREN HACHESED OF MONSEY INC,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1
3231.,CENTURY CAPITAL CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3232.,LAURWAL HOLDING CORP,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3233.,CITIHOME MORTGAGE CORP,-1,-1,-1,-1,-1,0.25,-1,-1,1,-1,1,-1,-1
3234.,EASTERN MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3235.,DONALD R SCHMIT,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3236.,MC FUNDING INC,-1,-1,-1,-1,-1,0.25,-1,-1,1,-1,1,-1,-1
3237.,NORTHERN CHAUTAUQUA FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3238.,QUINN CAPITAL ASSOCIATES LTD,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3239.,NYACK FUNDING CO INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3240.,O & R UTILITIES EMPLOYEES FED C U,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3241.,O & R UTILITIES FEDERAL CREDIT,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3242.,PIRO HOLDING CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3243.,POWERHOUSE MORTGAGE & FUNDING,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3244.,PRAMUKH HOLDINGS LTD,-1,-1,-1,-1,0.25,-1,-1,-1,7,7,-1,-1,-1
3245.,SOUTH CENTRAL MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3246.,TERRITORY INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3247.,SI BANK & TRUST,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1
3248.,YOUR HOME FUNDING INC,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3249.,VALUABLE PROPERTY HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3250.,VICTORY MORTGAGE INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3251.,PRESIDENT EAST CO,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3252.,CL ROYAL INC,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1
3253.,GRUMET & CO LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3254.,PHILLIPS MORTGAGE SERVICE INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3255.,ANCHOR FUNDING INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3256.,JAM EQUIPMENT CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3257.,BACHH LP,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3258.,BROADWAY MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3259.,CENTER POINTE MORTGAGE,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3260.,CREDIT SERVICES PLUS INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3261.,DBM CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3262.,DUTCHESS COUNTY MORTGAGE CORP,-1,-1,-1,-1,0.25,-1,-1,-1,15,15,-1,-1,-1
3263.,EHN CANADA HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,0.25,1,-1,-1,-1,1
3264.,EQUIPMENT CREDIT CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3265.,GOLDKEY MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3266.,HEARTLAND MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3267.,LAST FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3268.,ROBIN J COHEN CONSULTING LTD,-1,-1,-1,-1,-1,0.25,-1,-1,1,-1,1,-1,-1
3269.,SLATER ALEXANDER B,-1,-1,-1,-1,-1,0.25,-1,-1,1,-1,1,-1,-1
3270.,ELEFORD & CO INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3271.,ELEGANT FUNDING INC,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1
3272.,LONG ISLAND HOME MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1
3273.,1ST PREMIUM FUNDING,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1
3274.,BNY MORTGAGE CO INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3275.,COLUMBIA-GREENE FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3276.,CREDIT AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3277.,CRESTVIEW MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3278.,FAIRTASTIC INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3279.,HILLSIDE DEVELOPMENT CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3280.,K & K WEST INC,-1,-1,-1,-1,-1,0.25,-1,-1,1,-1,1,-1,-1
3281.,MANCHESTER CO INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3282.,NATION RESIDENTIAL MORTGAGE,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3283.,ONE FRANKLIN OWNERS CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3284.,PIRRONE & CO INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3285.,PRISTINE SECURITIES LLLC,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1
3286.,RIVERVIEW MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3287.,RJZ HOLDING CORP,-1,-1,-1,-1,-1,0.25,-1,-1,1,-1,1,-1,-1
3288.,SOUTHWORTH TEES,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3289.,ROYBAR ASSOCIATES,-1,-1,-1,-1,-1,-1,-1,0.25,1,-1,-1,-1,1
3290.,ACM MANAGED INCOME FUND INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3291.,AQUARIUS HOLDINGS INC,-1,-1,-1,-1,-1,-1,0.25,-1,-1,-1,-1,-1,-1
3292.,FOX HILL ASSOCIATES III INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3293.,PERSONAL HOME MORTGAGE INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3294.,TMR CAPITAL LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3295.,1382 CAMPAGNOLA HOLDINGS CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3296.,AJ EQUITIES LTD,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3297.,ADVENT FUNDING CO INC,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1
3298.,ALFA CAPITAL MARKETS INC,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1
3299.,ALLMET CAPITAL FUNDING,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3300.,ARCADIA WINDPOWER,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3301.,AST CAPITAL CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3302.,BARRISTER FUNDING OF AMERICA INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3303.,BENITA HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3304.,BUDGET MORTGAGE BANKERS LTD,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1
3305.,CAPITAL MARKETS PORTFOLIO MANAGEMENT LLC,-1,-1,-1,-1,-1,0.25,-1,-1,1,-1,1,-1,-1
3306.,CITY HOME MORTGAGE LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3307.,CONFIDENTIAL LENDING BROKERS INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3308.,CONNECTICUT BANK OF COMMERCE INC,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1
3309.,CRISEYDE CAPITAL,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3310.,DAVIDS CHECK CASHING SERVICE INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3311.,DENALI HOLDING INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3312.,DENTON SHIDLER CAPITAL CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3313.,DEWEY DEVLIN & KING LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3314.,EAST BROADWAY CHECK CASHING SERVICE CORP,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3315.,ECSER HOLDING CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3316.,ELEKTRA FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3317.,FIRST SUPERIOR MORTGAGE INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3318.,DANIEL J GARCIA INC,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3319.,GARDEN CHECK CASHING SERVICE INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3320.,HILLER HARRY CHECK CASHING CO INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3321.,HALL CREEK LLC,-1,-1,-1,-1,-1,0.25,-1,-1,1,-1,1,-1,-1
3322.,HOLLANDS EDUCATIONAL CONSULTANTS,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3323.,HOUDAILLE HOLDINGS CORP,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3324.,INTERNATIONAL INDEX SAVINGS PO,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3325.,INTERNATIONAL STRATEGY & INVESTMENT INC,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
3326.,J & J HOLDINGS OF ROCKLAND,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3327.,JACKSON STRATEGIC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3328.,MADISON DEANE & ASSOCIATES,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3329.,MADISON HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3330.,MEGA FUNDING INTERNATIONAL CORP,-1,-1,-1,-1,0.25,-1,-1,-1,15,15,-1,-1,-1
3331.,ONECAPITAL MANAGEMENT PARTNERS INC,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1
3332.,PENINSULA CHECK CASHING & PAYROLL INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3333.,PLW,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3334.,PREMIUM FUNDING GROUP LLC,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1
3335.,PROVENTUS INC,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1
3336.,RDG FUNDING CORP,-1,-1,-1,-1,-1,-1,-1,0.25,7,-1,-1,-1,7
3337.,RH VENTURES INC,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3338.,RHODES CAPITAL CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3339.,RL CAPITAL PARTNERS LP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3340.,SPI SERVICES INC BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,375,-1,-1,-1,-1
3341.,TAWA GROUP HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3342.,UMICO FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3343.,JEM CAPITAL CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3344.,SMITH BARNEY VENTURE CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3345.,LUTIN CENTRAL SERVICES CO INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3346.,INFORMATION MANAGEMENT NETWORK LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3347.,RYAN BECK & CO INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3348.,KV PARTNERS,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3349.,CROWN MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3350.,UPSCALE EQUITIES INC,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3351.,EASTERN AVENUE HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3352.,EASTLAND MORTGAGE,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3353.,CSB CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3354.,MARATHON NATIONAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3355.,KENMORE TEACHERS FCU,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3356.,OAB HOLDING,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3357.,MADISON FUNDING LTD,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3358.,RICKYS HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3359.,MIDDLEGATE MORTGAGE,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3360.,ACCUITY INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3361.,STISSING NATIONAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
3362.,CRYSTAL LAKES INVEST,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3363.,MAK CAPITAL ONE LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3364.,RABCO LUXURY HOLDINGS,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3365.,CREDIT SUISSE GLOBAL,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3366.,NYSA ILA PENSION TRUST,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3367.,USA NATIONAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3368.,CP MORTGAGE INC,-1,-1,-1,-1,-1,-1,0.25,-1,1,-1,-1,1,-1
3369.,TECH VALLEY IT INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3370.,RAFFERTY HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3371.,SEARCH MY LOAN COM INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3372.,ENCOMPASS FUNDING SOLUTIONS LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3373.,CGD HOLDING CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3374.,SAN-IN GODOBANK LTD,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3375.,MYCOR HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3376.,HUDSON FERRY CAPITAL,-1,-1,-1,-1,-1,0.25,-1,-1,1,-1,1,-1,-1
3377.,PETER RESNICK,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
3378.,SA-ENC SUNRISE GP LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3379.,FIDELITY FIRST MORTGAGE,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3380.,KEYCORP MORTGAGE INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3381.,PARKSIDE HOLDINGS LLC,-1,-1,-1,-1,-1,0.25,-1,-1,1,-1,1,-1,-1
3382.,MIT LENDING,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3383.,ROCKWELL MORTGAGE BANKERS,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3384.,COX HOLDINGS LLC,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3385.,PMCC MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3386.,GIBRALTAR FUNDING CORP OF UTAH,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3387.,AI HOLDINGS LLC,-1,-1,-1,-1,-1,0.25,-1,-1,1,-1,1,-1,-1
3388.,KIKI HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3389.,ON SITE TRADING INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3390.,CHAMPIONLYTTE HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3391.,ALLIANCE FUND SERVICES INC,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3392.,SARATOGA HOLDING LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3393.,TOWER HOME MORTGAGE,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3394.,SMACS HOLDING CORP,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3395.,RHC HOLDING CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3396.,RYANS EXPRESS EQUITIES CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3397.,YOUR CHOICE MORTGAGE,-1,-1,-1,-1,-1,-1,-1,0.25,1,-1,-1,-1,1
3398.,F HOLDING LP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3399.,ACE HOLDING LLC,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3400.,ALLFIRST BANK,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3401.,AFFORDABLE FINANCIAL SERVICES LTD,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1
3402.,VIKING MORTGAGE COMPANY OF NEW YORK,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1
3403.,FIRST CAPITAL HOME MORTGAGE,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3404.,MID-HUDSON VALLEY FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,0.25,-1,-1,1,-1,1,-1,-1
3405.,TOWER HOME MORTGAGES,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3406.,METROPOLITAN VENTURE PARTNERS CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3407.,DIAZ COMMERCIAL LENDING INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3408.,NEW YORK CITY CHILDRENS SERVICE,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3409.,GREAT AMERICAN MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3410.,CLASSIC MORTGAGE INC,-1,-1,-1,-1,-1,0.25,-1,-1,1,-1,1,-1,-1
3411.,ADIRONDACK MORTGAGE SERVICE,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1
3412.,INFINITY FUNDING LTD,-1,-1,-1,-1,-1,-1,0.25,-1,1,-1,-1,1,-1
3413.,RECORE ONE MORTGAGE,-1,-1,-1,-1,-1,-1,0.25,-1,1,-1,-1,1,-1
3414.,EASTERN UNION FUNDING INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3415.,ALABISO CAROL ESTATE & HOUSEHOLD,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3416.,POWER EXPRESS MORTGAGE BANKERS INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3417.,AMERICAN PARK SECTION 1 COMPANY OP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3418.,KINGSTON CHECK CASHING,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1
3419.,38 HOLDING CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3420.,REIMBURSALE FUNDING UNIT,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3421.,LAJOLLA BANK,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3422.,UNIVERSITY HOLDING LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3423.,WILMAR CHECK CASHING CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3424.,ALIZAG CHECK CASHING,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3425.,CLEVELAND BAKER SHIRLEY,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3426.,OBRIEN ASSOCIATES,-1,-1,-1,-1,-1,0.25,-1,-1,1,-1,1,-1,-1
3427.,DERIVATIVES & CAPITAL MARKETS,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3428.,LISSANDRELLO CORP,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3429.,BETTER CHOICE FUNDING INC,-1,-1,-1,-1,-1,-1,0.25,-1,1,-1,-1,1,-1
3430.,ABCO LEASING & FUNDING,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3431.,NACCO CAPITAL CORP,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3432.,COB HOLDING LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3433.,MAIN LINE MORTGAGE,-1,-1,-1,-1,-1,-1,-1,0.25,1,-1,-1,-1,1
3434.,TRANS NATIONAL MORTGAGE,-1,-1,-1,-1,-1,0.25,-1,-1,1,-1,1,-1,-1
3435.,WASHINGTON FIRST FINANCIAL,-1,-1,-1,-1,0.25,-1,-1,-1,1,1,-1,-1,-1
3436.,MST HOLDING CO,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3437.,AUTO CASH OF NEW YORK,-1,-1,-1,-1,-1,0.25,-1,-1,1,-1,1,-1,-1
3438.,FIRST FINANCIAL EQUITIES INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3439.,PARK AVENUE BANK,-1,-1,-1,-1,-1,-1,0.25,-1,1,-1,-1,1,-1
3440.,FIRST CHOICE MORTGAGE LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3441.,DIAMOND MORTGAGE,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3442.,SPEKTOR WILLIAM,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3443.,PLATIUM HOLDING INC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3444.,STERLING EMPIRE FUNDING,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3445.,ATM CASH EXPRESS,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3446.,MAGIC LAND CAPITAL,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3447.,KLEIN GROUP LLC,-1,-1,-1,-1,-1,0.25,-1,-1,1,-1,1,-1,-1
3448.,PLS CHECK CASHERS,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3449.,AGA CAPITAL,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3450.,H VIDAL MORTGAGE CO,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3451.,STREAMLINE MORTGAGE,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1
3452.,REMARKETING SERVICES AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
3453.,AAPEX MORTGAGE,-1,-1,-1,-1,-1,-1,-1,0.25,1,-1,-1,-1,1
